ISOCODE,UNSDCODE,COUNTRY,CIESINCODE,Y1997TCC,Y1998TCC,Y1999TCC,Y2000TCC,Y2001TCC,Y2002TCC,Y2003TCC,Y2004TCC,Y2005TCC,Y2006TCC,Y2007TCC,Y2008TCC,Y2009TCC,Y2010TCC,Y2011TCC,Y2012TCC,Y2013TCC,Y2014TCC,Y2015TCC,AVERAGE
GGY,0,Guernsey,831,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
JEY,0,Jersey,832,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMN,833,Isle of Man,833,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TZA,834,United Republic of Tanzania,834,0.00,0.00,0.00,0.00,0.00,0.00,222.41,0.00,253.01,3.31,"2,309.75","6,515,376.55",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"343,061.32"
USA,840,United States of America,840,"47,853.47","78,262.22","1,708,625.92","1,210,316.63","173,951.75","2,336,518.09","658,902.10","88,699.00","91,660.37","809,282.24","3,049,037.32","523,553.90","81,605.57","47,981.59","1,849,229.87","2,356,789.36","1,673,674.85","1,414,330.76","3,136,818.52","1,123,004.92"
VIR,850,United States Virgin Islands,850,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BFA,854,Burkina Faso,854,0.00,0.00,0.00,0.00,0.00,0.00,8.80,0.00,10.66,13.97,10.99,"579,152.44",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"30,484.05"
URY,858,Uruguay,858,0.00,0.00,0.00,0.00,0.00,0.00,21.29,0.00,4.42,24.37,13.66,476.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.41
UZB,860,Uzbekistan,860,0.00,0.00,0.00,0.00,0.00,0.00,113.76,0.00,"2,134.99",326.97,153.68,632.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,176.95
VEN,862,Venezuela (Bolivarian Republic of),862,0.00,0.00,0.00,0.00,0.00,0.00,"16,808.92",0.00,"8,036.61","9,182.95","13,498.95","371,711.73",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"22,065.22"
WLF,876,Wallis and Futuna Islands,876,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WSM,882,Western Samoa,882,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
YEM,887,Yemen,887,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.05,0.16,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03
ZMB,894,Zambia,894,0.00,0.00,0.00,0.00,0.00,0.00,232.40,0.00,"3,553.65",226.43,430.83,"19,684,841.47",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,036,278.15"
KOS,0,Kosovo,999,0.46,1.24,0.77,132.62,0.00,0.00,1.72,0.00,19.70,0.00,7.20,7.46,0.37,0.42,29.29,8.39,0.00,0.00,0.76,11.07
